complete_response	user_id	video_id	session_id	user_role	user_region	video_region	category	audio_id	tags	prior_category_rate	prior_category_count	prior_overall_rate	prior_overall_count	prior_region_rate	prior_region_count	duration_s	same_region
0	49f7e19a-e57b-47d9-bce6-fb21addbca32	12cb06d5-8f5f-48a7-9193-5992257eda52	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-3	creator	Colombia	Colombia	idiomas	audio-idiomas-0	idiomas|laboratorio|corto|veta|colombia	0.571429	1.38629	0.577778	3.73767	0.72	3.09104	15	1
0	49f7e19a-e57b-47d9-bce6-fb21addbca32	14c1b002-4cbc-4f84-861c-7ad57f57d917	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	México	ciencia	audio-ciencia-0	ciencia|laboratorio|corto	0.666667	1.79176	0.555556	3.93183	0.357143	2.3979	12.4	0
1	49f7e19a-e57b-47d9-bce6-fb21addbca32	568d4e91-592b-4b22-8c71-47590c9ab4cc	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	Colombia	tecnologia	audio-tecnologia-0	tecnologia|laboratorio|corto|veta|colombia	0.6	1.94591	0.555556	3.93183	0.709677	3.3322	15	1
1	49f7e19a-e57b-47d9-bce6-fb21addbca32	56699fdb-d88b-49bf-af4b-1cf30357d763	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	Colombia	deporte	audio-deporte-1	deporte|laboratorio|corto|veta|colombia	0.571429	1.38629	0.555556	3.93183	0.709677	3.3322	15	1
0	49f7e19a-e57b-47d9-bce6-fb21addbca32	2f3f95db-d3c3-43cf-a6b1-88cbbbd946c2	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	Colombia	ciencia	audio-ciencia-0	ciencia|laboratorio|corto|veta|colombia	0.666667	1.79176	0.555556	3.93183	0.709677	3.3322	15	1
0	49f7e19a-e57b-47d9-bce6-fb21addbca32	ab2dc4ce-1188-4e10-83d7-245d38fa0443	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	México	tecnologia	audio-tecnologia-0	tecnologia|laboratorio|corto	0.6	1.94591	0.555556	3.93183	0.357143	2.3979	22.3	0
0	49f7e19a-e57b-47d9-bce6-fb21addbca32	0112dc0f-6d37-470d-b356-4ebdc5fa1e1e	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	Perú	emprendimiento	audio-emprendimiento-0	emprendimiento|laboratorio|corto	0.454545	2.07944	0.555556	3.93183	0.416667	2.19722	17.6	0
1	49f7e19a-e57b-47d9-bce6-fb21addbca32	2f3f95db-d3c3-43cf-a6b1-88cbbbd946c2	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	Colombia	ciencia	audio-ciencia-0	ciencia|laboratorio|corto|veta|colombia	0.666667	1.79176	0.555556	3.93183	0.709677	3.3322	15	1
1	49f7e19a-e57b-47d9-bce6-fb21addbca32	24a86997-5aba-4d47-94af-dc3c605a58d9	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	Colombia	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|colombia	0.692308	2.30259	0.555556	3.93183	0.709677	3.3322	15	1
0	49f7e19a-e57b-47d9-bce6-fb21addbca32	1c70fd3a-eaeb-4b94-890b-29d8b43b3fcc	sim-49f7e19a-e57b-47d9-bce6-fb21addbca32-4	creator	Colombia	Colombia	musica	audio-musica-0	musica|laboratorio|corto|veta|colombia	0.666667	1.79176	0.555556	3.93183	0.709677	3.3322	15	1
0	d49d99a0-33c1-4755-95b8-54e0307c6cb8	a9041cc7-c3a0-49fe-a294-416f9ed43564	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-1	creator	Argentina	Argentina	ciencia	audio-ciencia-2	ciencia|laboratorio|corto	0.5	0	0.5	2.19722	0.714286	1.38629	17.4	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	f516c658-3970-4785-83a4-79e60cd5dd74	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-1	creator	Argentina	Colombia	baile	audio-baile-1	baile|laboratorio|corto	0.5	0	0.5	2.19722	0.5	1.09861	18.5	0
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	a9041cc7-c3a0-49fe-a294-416f9ed43564	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-1	creator	Argentina	Argentina	ciencia	audio-ciencia-2	ciencia|laboratorio|corto	0.5	0	0.5	2.19722	0.714286	1.38629	17.4	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	42ff2b26-66a2-4017-a48d-3681e8af90a6	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-1	creator	Argentina	Argentina	ciencia	audio-ciencia-0	ciencia|laboratorio|corto|veta|argentina	0.5	0	0.5	2.19722	0.714286	1.38629	15	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	379dd966-7c95-4598-89e3-b612594a0edc	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-1	creator	Argentina	Argentina	arte	audio-arte-1	arte|laboratorio|corto|veta|argentina	0.6	0.693147	0.5	2.19722	0.714286	1.38629	15	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	312283e2-a785-490e-8d62-88cc70a3f28b	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-1	creator	Argentina	Argentina	emprendimiento	audio-emprendimiento-1	emprendimiento|laboratorio|corto|veta|argentina	0.571429	1.38629	0.5	2.19722	0.714286	1.38629	15	1
0	d49d99a0-33c1-4755-95b8-54e0307c6cb8	1c70fd3a-eaeb-4b94-890b-29d8b43b3fcc	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-1	creator	Argentina	Colombia	musica	audio-musica-0	musica|laboratorio|corto|veta|colombia	0.4	0.693147	0.5	2.19722	0.5	1.09861	15	0
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	42ff2b26-66a2-4017-a48d-3681e8af90a6	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-2	creator	Argentina	Argentina	ciencia	audio-ciencia-0	ciencia|laboratorio|corto|veta|argentina	0.571429	1.38629	0.578947	2.77259	0.75	2.19722	15	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	379dd966-7c95-4598-89e3-b612594a0edc	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-2	creator	Argentina	Argentina	arte	audio-arte-1	arte|laboratorio|corto|veta|argentina	0.666667	1.09861	0.578947	2.77259	0.75	2.19722	15	1
0	d49d99a0-33c1-4755-95b8-54e0307c6cb8	3ba265c1-c04a-463f-9dfd-26241132fea9	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-2	creator	Argentina	Chile	cocina	audio-cocina-0	cocina|laboratorio|corto|veta|chile	0.5	0	0.578947	2.77259	0.4	0.693147	15	0
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	1650d8f6-642c-41b6-9eb6-cef21aca7a2d	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-2	creator	Argentina	Argentina	musica	audio-musica-1	musica|laboratorio|corto|veta|argentina	0.333333	1.09861	0.578947	2.77259	0.75	2.19722	15	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	42ff2b26-66a2-4017-a48d-3681e8af90a6	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-3	creator	Argentina	Argentina	ciencia	audio-ciencia-0	ciencia|laboratorio|corto|veta|argentina	0.625	1.60944	0.608696	2.99573	0.8	2.48491	15	1
0	d49d99a0-33c1-4755-95b8-54e0307c6cb8	402339f6-63ee-4d02-808d-4b1dd83b7b49	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-3	creator	Argentina	México	deporte	audio-deporte-1	deporte|laboratorio|corto|veta|mexico	0.5	0	0.608696	2.99573	0.4	0.693147	15	0
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	3f5c447c-10c6-422a-a20a-94d61e106a84	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-3	creator	Argentina	Argentina	historia	audio-historia-0	historia|laboratorio|corto|veta|argentina	0.6	0.693147	0.608696	2.99573	0.8	2.48491	15	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	1650d8f6-642c-41b6-9eb6-cef21aca7a2d	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-3	creator	Argentina	Argentina	musica	audio-musica-1	musica|laboratorio|corto|veta|argentina	0.428571	1.38629	0.608696	2.99573	0.8	2.48491	15	1
0	d49d99a0-33c1-4755-95b8-54e0307c6cb8	1d6296f9-4b1d-4800-9f60-f2d395a0e701	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-4	creator	Argentina	Perú	arte	audio-arte-1	arte|laboratorio|corto|veta|peru	0.714286	1.38629	0.62963	3.17805	0.4	0.693147	15	0
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	312283e2-a785-490e-8d62-88cc70a3f28b	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-4	creator	Argentina	Argentina	emprendimiento	audio-emprendimiento-1	emprendimiento|laboratorio|corto|veta|argentina	0.625	1.60944	0.62963	3.17805	0.833333	2.70805	15	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	3f5c447c-10c6-422a-a20a-94d61e106a84	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-4	creator	Argentina	Argentina	historia	audio-historia-0	historia|laboratorio|corto|veta|argentina	0.666667	1.09861	0.62963	3.17805	0.833333	2.70805	15	1
1	d49d99a0-33c1-4755-95b8-54e0307c6cb8	1650d8f6-642c-41b6-9eb6-cef21aca7a2d	sim-d49d99a0-33c1-4755-95b8-54e0307c6cb8-4	creator	Argentina	Argentina	musica	audio-musica-1	musica|laboratorio|corto|veta|argentina	0.5	1.60944	0.62963	3.17805	0.833333	2.70805	15	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	170f9759-8103-49de-b752-aa5a4a9d5cfa	sim-83c5451c-e0c2-46d5-856a-911b0569b783-1	creator	Perú	Perú	musica	audio-musica-1	musica|laboratorio|corto|veta|peru	0.5	0	0.555556	1.79176	0.625	1.60944	15	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	42ff2b26-66a2-4017-a48d-3681e8af90a6	sim-83c5451c-e0c2-46d5-856a-911b0569b783-1	creator	Perú	Argentina	ciencia	audio-ciencia-0	ciencia|laboratorio|corto|veta|argentina	0.5	0	0.555556	1.79176	0.5	0	15	0
1	83c5451c-e0c2-46d5-856a-911b0569b783	d3c9eee3-5400-47c8-9a27-1c7d866dc3e2	sim-83c5451c-e0c2-46d5-856a-911b0569b783-1	creator	Perú	Perú	salud	audio-salud-2	salud|laboratorio|corto	0.4	0.693147	0.555556	1.79176	0.625	1.60944	21.8	1
1	83c5451c-e0c2-46d5-856a-911b0569b783	0683bb7a-a1dc-44a4-875f-da7ff20d67fb	sim-83c5451c-e0c2-46d5-856a-911b0569b783-1	creator	Perú	Perú	arte	audio-arte-0	arte|laboratorio|corto	0.6	0.693147	0.555556	1.79176	0.625	1.60944	14	1
1	83c5451c-e0c2-46d5-856a-911b0569b783	5cac3c46-069c-4a13-9c14-b920d90bb17c	sim-83c5451c-e0c2-46d5-856a-911b0569b783-1	creator	Perú	Perú	deporte	audio-deporte-1	deporte|laboratorio|corto	0.6	0.693147	0.555556	1.79176	0.625	1.60944	16.1	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	1d6296f9-4b1d-4800-9f60-f2d395a0e701	sim-83c5451c-e0c2-46d5-856a-911b0569b783-2	creator	Perú	Perú	arte	audio-arte-1	arte|laboratorio|corto|veta|peru	0.666667	1.09861	0.571429	2.3979	0.666667	2.19722	15	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	4440f786-627e-4f68-925b-4a41bc2f911e	sim-83c5451c-e0c2-46d5-856a-911b0569b783-2	creator	Perú	Argentina	cocina	audio-cocina-1	cocina|laboratorio|corto|veta|argentina	0.4	0.693147	0.571429	2.3979	0.4	0.693147	15	0
1	83c5451c-e0c2-46d5-856a-911b0569b783	f1ff5830-27da-4782-8a4d-69c1883248f9	sim-83c5451c-e0c2-46d5-856a-911b0569b783-2	creator	Perú	Perú	musica	audio-musica-0	musica|laboratorio|corto	0.4	0.693147	0.571429	2.3979	0.666667	2.19722	20.3	1
1	83c5451c-e0c2-46d5-856a-911b0569b783	d3c9eee3-5400-47c8-9a27-1c7d866dc3e2	sim-83c5451c-e0c2-46d5-856a-911b0569b783-2	creator	Perú	Perú	salud	audio-salud-2	salud|laboratorio|corto	0.5	1.09861	0.571429	2.3979	0.666667	2.19722	21.8	1
1	83c5451c-e0c2-46d5-856a-911b0569b783	0683bb7a-a1dc-44a4-875f-da7ff20d67fb	sim-83c5451c-e0c2-46d5-856a-911b0569b783-2	creator	Perú	Perú	arte	audio-arte-0	arte|laboratorio|corto	0.666667	1.09861	0.571429	2.3979	0.666667	2.19722	14	1
1	83c5451c-e0c2-46d5-856a-911b0569b783	32d4719f-9b86-4a32-b232-3487a48ed644	sim-83c5451c-e0c2-46d5-856a-911b0569b783-3	creator	Perú	Perú	salud	audio-salud-0	salud|laboratorio|corto|veta|peru	0.571429	1.38629	0.578947	2.77259	0.6875	2.56495	15	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	2f21dce8-86c9-4fff-afb1-ad3eb19e5cbe	sim-83c5451c-e0c2-46d5-856a-911b0569b783-3	creator	Perú	Perú	baile	audio-baile-0	baile|laboratorio|corto|veta|peru	0.5	0	0.578947	2.77259	0.6875	2.56495	15	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	45a61f2e-59d9-4751-89f6-9955a64507d4	sim-83c5451c-e0c2-46d5-856a-911b0569b783-3	creator	Perú	Argentina	idiomas	audio-idiomas-1	idiomas|laboratorio|corto|veta|argentina	0.5	0	0.578947	2.77259	0.333333	1.09861	15	0
1	83c5451c-e0c2-46d5-856a-911b0569b783	f1ff5830-27da-4782-8a4d-69c1883248f9	sim-83c5451c-e0c2-46d5-856a-911b0569b783-3	creator	Perú	Perú	musica	audio-musica-0	musica|laboratorio|corto	0.5	1.09861	0.578947	2.77259	0.6875	2.56495	20.3	1
1	83c5451c-e0c2-46d5-856a-911b0569b783	d3c9eee3-5400-47c8-9a27-1c7d866dc3e2	sim-83c5451c-e0c2-46d5-856a-911b0569b783-3	creator	Perú	Perú	salud	audio-salud-2	salud|laboratorio|corto	0.571429	1.38629	0.578947	2.77259	0.6875	2.56495	21.8	1
1	83c5451c-e0c2-46d5-856a-911b0569b783	426d4871-1efd-4592-be55-8ccc82dc4a01	sim-83c5451c-e0c2-46d5-856a-911b0569b783-4	creator	Perú	Perú	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|peru	0.5	0	0.583333	3.04452	0.7	2.83321	15	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	32d4719f-9b86-4a32-b232-3487a48ed644	sim-83c5451c-e0c2-46d5-856a-911b0569b783-4	creator	Perú	Perú	salud	audio-salud-0	salud|laboratorio|corto|veta|peru	0.666667	1.79176	0.583333	3.04452	0.7	2.83321	15	1
0	83c5451c-e0c2-46d5-856a-911b0569b783	4718fa95-f1ae-41fb-a6ec-e7791da58a0b	sim-83c5451c-e0c2-46d5-856a-911b0569b783-4	creator	Perú	Argentina	baile	audio-baile-0	baile|laboratorio|corto|veta|argentina	0.4	0.693147	0.583333	3.04452	0.285714	1.38629	15	0
1	83c5451c-e0c2-46d5-856a-911b0569b783	f1ff5830-27da-4782-8a4d-69c1883248f9	sim-83c5451c-e0c2-46d5-856a-911b0569b783-4	creator	Perú	Perú	musica	audio-musica-0	musica|laboratorio|corto	0.571429	1.38629	0.583333	3.04452	0.7	2.83321	20.3	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	dfc2200a-b089-45c0-9f00-504dbaa2068c	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-1	creator	Colombia	Colombia	comedia	audio-comedia-1	comedia|laboratorio|corto|veta|colombia	0.6	0.693147	0.625	1.60944	0.714286	1.38629	15	1
0	523ad4f3-d0ca-42e6-8483-661292f7fef4	4a01a32d-6b56-4995-a079-45fc7d9f2e72	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-1	creator	Colombia	Chile	tecnologia	audio-tecnologia-1	tecnologia|laboratorio|corto|veta|chile	0.5	0	0.625	1.60944	0.5	0	15	0
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	cf13c959-4d81-41f6-8ca3-341cb856c395	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-1	creator	Colombia	Colombia	ciencia	audio-ciencia-1	ciencia|laboratorio|corto|veta|colombia	0.5	0	0.625	1.60944	0.714286	1.38629	15	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	c9d40e23-1680-4a39-8755-3d2b1aab76db	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-1	creator	Colombia	Colombia	naturaleza	audio-naturaleza-0	naturaleza|laboratorio|corto|veta|colombia	0.6	0.693147	0.625	1.60944	0.714286	1.38629	15	1
0	523ad4f3-d0ca-42e6-8483-661292f7fef4	4a3a3dce-a4ba-4c1a-86b2-472a06d8886b	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-2	creator	Colombia	Chile	idiomas	audio-idiomas-0	idiomas|laboratorio|corto|veta|chile	0.5	0	0.666667	2.19722	0.4	0.693147	15	0
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	cfef1be4-c98c-429c-9687-b3bd7d67c3d7	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-2	creator	Colombia	Colombia	comedia	audio-comedia-0	comedia|laboratorio|corto|veta|colombia	0.666667	1.09861	0.666667	2.19722	0.8	1.94591	15	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	cf13c959-4d81-41f6-8ca3-341cb856c395	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-2	creator	Colombia	Colombia	ciencia	audio-ciencia-1	ciencia|laboratorio|corto|veta|colombia	0.6	0.693147	0.666667	2.19722	0.8	1.94591	15	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	c9d40e23-1680-4a39-8755-3d2b1aab76db	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-2	creator	Colombia	Colombia	naturaleza	audio-naturaleza-0	naturaleza|laboratorio|corto|veta|colombia	0.666667	1.09861	0.666667	2.19722	0.8	1.94591	15	1
0	523ad4f3-d0ca-42e6-8483-661292f7fef4	4af7be52-0a56-4fd6-8fd9-563a26e917c7	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-3	creator	Colombia	Perú	emprendimiento	audio-emprendimiento-0	emprendimiento|laboratorio|corto|veta|peru	0.5	0	0.6875	2.56495	0.5	0	15	0
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	db148396-d906-448a-954a-09017cbaaeac	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-3	creator	Colombia	Colombia	baile	audio-baile-0	baile|laboratorio|corto|veta|colombia	0.5	1.09861	0.6875	2.56495	0.846154	2.30259	15	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	cfef1be4-c98c-429c-9687-b3bd7d67c3d7	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-3	creator	Colombia	Colombia	comedia	audio-comedia-0	comedia|laboratorio|corto|veta|colombia	0.714286	1.38629	0.6875	2.56495	0.846154	2.30259	15	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	cf13c959-4d81-41f6-8ca3-341cb856c395	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-3	creator	Colombia	Colombia	ciencia	audio-ciencia-1	ciencia|laboratorio|corto|veta|colombia	0.666667	1.09861	0.6875	2.56495	0.846154	2.30259	15	1
0	523ad4f3-d0ca-42e6-8483-661292f7fef4	4d626d20-9536-4c26-955e-b760d1e22bfb	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-4	creator	Colombia	Perú	arte	audio-arte-0	arte|laboratorio|corto|veta|peru	0.5	0	0.7	2.83321	0.4	0.693147	15	0
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	dfc2200a-b089-45c0-9f00-504dbaa2068c	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-4	creator	Colombia	Colombia	comedia	audio-comedia-1	comedia|laboratorio|corto|veta|colombia	0.75	1.60944	0.7	2.83321	0.875	2.56495	15	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	db148396-d906-448a-954a-09017cbaaeac	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-4	creator	Colombia	Colombia	baile	audio-baile-0	baile|laboratorio|corto|veta|colombia	0.571429	1.38629	0.7	2.83321	0.875	2.56495	15	1
1	523ad4f3-d0ca-42e6-8483-661292f7fef4	cfef1be4-c98c-429c-9687-b3bd7d67c3d7	sim-523ad4f3-d0ca-42e6-8483-661292f7fef4-4	creator	Colombia	Colombia	comedia	audio-comedia-0	comedia|laboratorio|corto|veta|colombia	0.75	1.60944	0.7	2.83321	0.875	2.56495	15	1
1	27ba8f39-360c-400e-a058-358615ab07f4	fdda2897-336c-47ca-820e-99e988882514	sim-27ba8f39-360c-400e-a058-358615ab07f4-1	creator	Chile	Chile	deporte	audio-deporte-0	deporte|laboratorio|corto	0.6	0.693147	0.625	1.60944	0.714286	1.38629	13.6	1
1	27ba8f39-360c-400e-a058-358615ab07f4	b6180ff0-e20b-4c0c-a80c-5ec6c1a23201	sim-27ba8f39-360c-400e-a058-358615ab07f4-1	creator	Chile	Chile	cine	audio-cine-0	cine|laboratorio|corto	0.6	0.693147	0.625	1.60944	0.714286	1.38629	17.2	1
0	27ba8f39-360c-400e-a058-358615ab07f4	39a6b80b-138f-45c2-bf31-8076146a7073	sim-27ba8f39-360c-400e-a058-358615ab07f4-1	creator	Chile	México	tecnologia	audio-tecnologia-1	tecnologia|laboratorio|corto|veta|mexico	0.5	0	0.625	1.60944	0.5	0	15	0
1	27ba8f39-360c-400e-a058-358615ab07f4	e985be2c-b0e3-43bb-84ae-6dae64aeceb4	sim-27ba8f39-360c-400e-a058-358615ab07f4-1	creator	Chile	Chile	cocina	audio-cocina-1	cocina|laboratorio|corto	0.5	0	0.625	1.60944	0.714286	1.38629	15.7	1
1	27ba8f39-360c-400e-a058-358615ab07f4	fdda2897-336c-47ca-820e-99e988882514	sim-27ba8f39-360c-400e-a058-358615ab07f4-2	creator	Chile	Chile	deporte	audio-deporte-0	deporte|laboratorio|corto	0.666667	1.09861	0.666667	2.19722	0.8	1.94591	13.6	1
0	27ba8f39-360c-400e-a058-358615ab07f4	4188a26d-b973-4391-bd78-92efa441ad5f	sim-27ba8f39-360c-400e-a058-358615ab07f4-2	creator	Chile	México	salud	audio-salud-1	salud|laboratorio|corto|veta|mexico	0.5	0	0.666667	2.19722	0.4	0.693147	15	0
1	27ba8f39-360c-400e-a058-358615ab07f4	13fb1b67-82f1-4cb8-b386-958253861e05	sim-27ba8f39-360c-400e-a058-358615ab07f4-2	creator	Chile	Chile	ciencia	audio-ciencia-0	ciencia|laboratorio|corto	0.5	0	0.666667	2.19722	0.8	1.94591	19.9	1
1	27ba8f39-360c-400e-a058-358615ab07f4	e985be2c-b0e3-43bb-84ae-6dae64aeceb4	sim-27ba8f39-360c-400e-a058-358615ab07f4-2	creator	Chile	Chile	cocina	audio-cocina-1	cocina|laboratorio|corto	0.6	0.693147	0.666667	2.19722	0.8	1.94591	15.7	1
0	27ba8f39-360c-400e-a058-358615ab07f4	426d4871-1efd-4592-be55-8ccc82dc4a01	sim-27ba8f39-360c-400e-a058-358615ab07f4-3	creator	Chile	Perú	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|peru	0.6	0.693147	0.6875	2.56495	0.5	0	15	0
1	27ba8f39-360c-400e-a058-358615ab07f4	6bf60a41-7ec3-4941-9db6-73c5e2dc1213	sim-27ba8f39-360c-400e-a058-358615ab07f4-3	creator	Chile	Chile	manualidades	audio-manualidades-2	manualidades|laboratorio|corto	0.6	0.693147	0.6875	2.56495	0.846154	2.30259	21.4	1
1	27ba8f39-360c-400e-a058-358615ab07f4	13fb1b67-82f1-4cb8-b386-958253861e05	sim-27ba8f39-360c-400e-a058-358615ab07f4-3	creator	Chile	Chile	ciencia	audio-ciencia-0	ciencia|laboratorio|corto	0.6	0.693147	0.6875	2.56495	0.846154	2.30259	19.9	1
1	27ba8f39-360c-400e-a058-358615ab07f4	e985be2c-b0e3-43bb-84ae-6dae64aeceb4	sim-27ba8f39-360c-400e-a058-358615ab07f4-3	creator	Chile	Chile	cocina	audio-cocina-1	cocina|laboratorio|corto	0.666667	1.09861	0.6875	2.56495	0.846154	2.30259	15.7	1
0	27ba8f39-360c-400e-a058-358615ab07f4	42ff2b26-66a2-4017-a48d-3681e8af90a6	sim-27ba8f39-360c-400e-a058-358615ab07f4-4	creator	Chile	Argentina	ciencia	audio-ciencia-0	ciencia|laboratorio|corto|veta|argentina	0.666667	1.09861	0.7	2.83321	0.4	0.693147	15	0
1	27ba8f39-360c-400e-a058-358615ab07f4	b6180ff0-e20b-4c0c-a80c-5ec6c1a23201	sim-27ba8f39-360c-400e-a058-358615ab07f4-4	creator	Chile	Chile	cine	audio-cine-0	cine|laboratorio|corto	0.666667	1.09861	0.7	2.83321	0.875	2.56495	17.2	1
1	27ba8f39-360c-400e-a058-358615ab07f4	6bf60a41-7ec3-4941-9db6-73c5e2dc1213	sim-27ba8f39-360c-400e-a058-358615ab07f4-4	creator	Chile	Chile	manualidades	audio-manualidades-2	manualidades|laboratorio|corto	0.571429	1.38629	0.7	2.83321	0.875	2.56495	21.4	1
1	27ba8f39-360c-400e-a058-358615ab07f4	13fb1b67-82f1-4cb8-b386-958253861e05	sim-27ba8f39-360c-400e-a058-358615ab07f4-4	creator	Chile	Chile	ciencia	audio-ciencia-0	ciencia|laboratorio|corto	0.666667	1.09861	0.7	2.83321	0.875	2.56495	19.9	1
1	91d9952e-173d-4763-a213-be72ff33d6a8	e936b610-23a9-452a-aa34-fcf30919c8ff	sim-91d9952e-173d-4763-a213-be72ff33d6a8-1	creator	Argentina	Argentina	emprendimiento	audio-emprendimiento-0	emprendimiento|laboratorio|corto|veta|argentina	0.5	0	0.625	1.60944	0.714286	1.38629	15	1
1	91d9952e-173d-4763-a213-be72ff33d6a8	e30d95ac-5900-41a2-8e6f-fa5a722cef3e	sim-91d9952e-173d-4763-a213-be72ff33d6a8-1	creator	Argentina	Argentina	historia	audio-historia-1	historia|laboratorio|corto|veta|argentina	0.6	0.693147	0.625	1.60944	0.714286	1.38629	15	1
1	91d9952e-173d-4763-a213-be72ff33d6a8	e0f4f265-1d64-4381-8dae-f3b7cba9d6a9	sim-91d9952e-173d-4763-a213-be72ff33d6a8-1	creator	Argentina	Argentina	musica	audio-musica-0	musica|laboratorio|corto|veta|argentina	0.6	0.693147	0.625	1.60944	0.714286	1.38629	15	1
0	91d9952e-173d-4763-a213-be72ff33d6a8	4a01a32d-6b56-4995-a079-45fc7d9f2e72	sim-91d9952e-173d-4763-a213-be72ff33d6a8-1	creator	Argentina	Chile	tecnologia	audio-tecnologia-1	tecnologia|laboratorio|corto|veta|chile	0.5	0	0.625	1.60944	0.5	0	15	0
1	91d9952e-173d-4763-a213-be72ff33d6a8	e936b610-23a9-452a-aa34-fcf30919c8ff	sim-91d9952e-173d-4763-a213-be72ff33d6a8-2	creator	Argentina	Argentina	emprendimiento	audio-emprendimiento-0	emprendimiento|laboratorio|corto|veta|argentina	0.6	0.693147	0.666667	2.19722	0.8	1.94591	15	1
